reaction_id	reference_id	target_id	category	system	role	priority	accession	entry_name	gene_primary	gene_synonyms	protein_name	organism	organism_id	length	ec_number_uniprot	rhea_ids	interpro_ids	pfam_ids	protein_existence	annotation_score	pubmed_ids	evidence_tier	evidence_statement	target_match_rule	source	source_url	query_used	accessed_utc	sequence_sha256	notes	source_target_id	component_role	mapping_basis	unmapped_reason	expected_interpro_ids	expected_domain_terms	component_id	component_gene_family	shared_function_group
BRXN_DHMA	BRT_DHA_A|Q73Y99	BRT_DHA_A	halogenated_compounds	haloalkane dehalogenation	transformation	core	Q73Y99	DHMA_MYCPA	dhmA		Haloalkane dehalogenase (EC 3.8.1.5)	Mycolicibacterium paratuberculosis (strain ATCC BAA-968 / K-10) (Mycobacterium paratuberculosis)	262316	301	3.8.1.5	RHEA:19081	IPR000073;IPR029058;IPR000639;IPR051340;IPR023489;	PF00561;	Inferred from homology	2.0	16116077	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/Q73Y99/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:3.8.1.5	2026-08-23T13:19:14.992147+00:00	f31742c0879a7d1d7cca665b22a393c292a892c9ad4ccab85d4061f01ed31194	Hydrolytic dehalogenation	BRT_DHA_A	complete_enzyme	same_haloalkane_dehalogenase_class						
BRXN_DHMA	BRT_DHA_A|C1AF48	BRT_DHA_A	halogenated_compounds	haloalkane dehalogenation	transformation	core	C1AF48	DHAA_MYCBT	dhaA		Haloalkane dehalogenase (EC 3.8.1.5)	Mycobacterium bovis (strain BCG / Tokyo 172 / ATCC 35737 / TMC 1019)	561275	300	3.8.1.5	RHEA:19081	IPR000073;IPR029058;IPR000639;IPR023594;	PF00561;	Inferred from homology	2.0	19200449	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/C1AF48/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:3.8.1.5	2026-08-23T13:19:14.992147+00:00	4a7598e421c80d3fec17589cb65a34a66285ce1bdfcfe6f635ff2e35508fa2b5	Hydrolytic dehalogenation	BRT_DHA_A	complete_enzyme	same_haloalkane_dehalogenase_class						
BRXN_DHMA	BRT_DHA_A|P9WMR8	BRT_DHA_A	halogenated_compounds	haloalkane dehalogenation	transformation	core	P9WMR8	DHAA_MYCTO	dhaA		Haloalkane dehalogenase 3 (EC 3.8.1.5)	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	83331	300	3.8.1.5	RHEA:19081	IPR000073;IPR029058;IPR000639;IPR023594;	PF00561;	Inferred from homology	2.0	12218036	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/P9WMR8/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:3.8.1.5	2026-08-23T13:19:14.992147+00:00	6e9ece355a3a873926803fa7fac75a9f6b4f869599be45726e71a75d4e961ff2	Hydrolytic dehalogenation	BRT_DHA_A	complete_enzyme	same_haloalkane_dehalogenase_class						
BRXN_DHMA	BRT_DHA_A|Q9XB14	BRT_DHA_A	halogenated_compounds	haloalkane dehalogenation	transformation	core	Q9XB14	DHAA_MYCBO	dhaA	dmbA	Haloalkane dehalogenase (EC 3.8.1.5)	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	233413	300	3.8.1.5	RHEA:19081	IPR000073;IPR029058;IPR000639;IPR023594;	PF00561;	Inferred from homology	2.0	12788972; 28385856	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/Q9XB14/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:3.8.1.5	2026-08-23T13:19:14.992147+00:00	7cc0162e4ec79638478ae00fa9cf8b406504ad26ea48f3da53f5f4b297e007e7	Hydrolytic dehalogenation	BRT_DHA_A	complete_enzyme	same_haloalkane_dehalogenase_class						
BRXN_DYP	BRT_DYP|K7N5M8	BRT_DYP	dyes	dye oxidation	transformation	core	K7N5M8	DYP2_AMYS7	dyp2		Multifunctional dye peroxidase DyP2 (EC 1.11.1.16) (EC 1.11.1.19) (EC 1.11.1.7) (Dye decolorizing peroxidase 2) (DyP2) (Manganese peroxidase)	Amycolatopsis sp. (strain ATCC 39116 / 75iv2)	385957	464	1.11.1.16; 1.11.1.19; 1.11.1.7	RHEA:22396 RHEA:22776 RHEA:56136 RHEA:28086	IPR011008;IPR049509;IPR006314;	PF21105;	Evidence at protein level	5.0	23054399	A	UniProtKB/Swiss-Prot reviewed; function-specific publication indexed by UniProt	exact gene name + compatible reviewed protein name	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/K7N5M8/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND (gene_exact:dyp OR gene_exact:dypA OR gene_exact:dypB OR gene_exact:dyp2)	2026-08-23T13:19:14.992147+00:00	ac01f3d105ea0b3b05fe5bbce51d54f70a5c0ef8f620fb574a3b35d33f830eb9	DyP family; specific dye activity requires experimental validation	BRT_DYP	complete_enzyme	exact						
BRXN_DYP	BRT_DYP|P39597	BRT_DYP	dyes	dye oxidation	transformation	core	P39597	EFEB_BACSU	efeB	DyP efeN ywbN	Deferrochelatase (EC 4.98.1.1) (Dye-decolorizing peroxidase) (Peroxidase EfeB) (EC 1.11.1.-)	Bacillus subtilis (strain 168)	224308	416	1.11.1.-; 4.98.1.1	RHEA:22584 RHEA:48712	IPR011008;IPR048328;IPR048327;IPR006314;IPR006313;IPR006311;IPR019546;	PF20628;PF04261;PF10518;	Evidence at protein level	5.0	7934828; 9384377; 15554971; 16672620; 23764491; 32971035; 36345957	A	UniProtKB/Swiss-Prot reviewed; function-specific publication indexed by UniProt	exact gene name + compatible reviewed protein name	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/P39597/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND (gene_exact:dyp OR gene_exact:dypA OR gene_exact:dypB OR gene_exact:dyp2)	2026-08-23T13:19:14.992147+00:00	b49426e230555e17e89474f15f161358fde4d8b68aad06c3ae15db4d25fa7953	DyP family; specific dye activity requires experimental validation	BRT_DYP	complete_enzyme	exact						
BRXN_DYP	BRT_DYP|I6Y4U9	BRT_DYP	dyes	dye oxidation	transformation	core	I6Y4U9	DYP_MYCTU	dyp		Dye-decolorizing peroxidase (DyP) (EC 1.11.1.7)	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332	335	1.11.1.7	RHEA:56136	IPR011008;IPR048328;IPR048327;IPR006314;	PF20628;PF04261;	Evidence at protein level	5.0	9634230; 21969609; 24855650; 34751132	A	UniProtKB/Swiss-Prot reviewed; function-specific publication indexed by UniProt	exact gene name + compatible reviewed protein name	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/I6Y4U9/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND (gene_exact:dyp OR gene_exact:dypA OR gene_exact:dypB OR gene_exact:dyp2)	2026-08-23T13:19:14.992147+00:00	8d968956daa06b5c95bddc2e873e15184065fa4691d414420b37e3fbbc3d7b53	DyP family; specific dye activity requires experimental validation	BRT_DYP	complete_enzyme	exact						
BRXN_LAC_MCO	BRT_COTA|P07788	BRT_COTA	dyes	multicopper oxidase/laccase dye oxidation	transformation	core	P07788	COTA_BACSU	cotA	pig	Laccase (EC 1.10.3.2) (Bilirubin oxidase) (EC 1.3.3.5) (Spore coat protein A)	Bacillus subtilis (strain 168)	224308	513	1.10.3.2; 1.3.3.5	RHEA:11276 RHEA:20980	IPR011707;IPR001117;IPR011706;IPR045087;IPR008972;	PF00394;PF07731;PF07732;	Evidence at protein level	5.0	8969499; 9455482; 9384377; 2821284; 3135411; 11514528; 11884407; 12198312; 16391148; 22481612; 30030754; 33618226; 12637519; 14764581; 16234932; 18307408; 20822511; 20200715; 22281748; 27050268; 29722464	A	UniProtKB/Swiss-Prot reviewed; function-specific publication indexed by UniProt	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/P07788/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:1.10.3.2	2026-08-23T13:19:14.992147+00:00	9ec440760816ec9ff4a3735b21da7842ad0eb9149f625e2dd98714a14374e7c9	Bacterial multicopper oxidase/laccase	BRT_COTA	complete_enzyme	same_function_existing_id						
BRXN_LAC_MCO	BRT_COTA|A0A7T1FRB0	BRT_COTA	dyes	multicopper oxidase/laccase dye oxidation	transformation	core	A0A7T1FRB0	COTA_BACIT	cotA		Laccase (EC 1.10.3.2) (BaCotA)	Bacillus stratosphericus	293386	510	1.10.3.2	RHEA:11276	IPR011707;IPR001117;IPR011706;IPR045087;IPR008972;	PF00394;PF07731;PF07732;	Evidence at protein level	4.0	33676982	A	UniProtKB/Swiss-Prot reviewed; function-specific publication indexed by UniProt	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/A0A7T1FRB0/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:1.10.3.2	2026-08-23T13:19:14.992147+00:00	91d4dea8e3d3a6b65294950ac389fbce29e95f38a8d02d4c5ea5ef3ccb06c1ff	Bacterial multicopper oxidase/laccase	BRT_COTA	complete_enzyme	same_function_existing_id						
BRXN_MERA_HGII	BRT_MER_A|P00392	BRT_MER_A	metals_metalloids	mercury bioremediation	transformation	core	P00392	MERA_PSEAI	merA		Mercuric reductase (EC 1.16.1.1) (Hg(II) reductase)	Pseudomonas aeruginosa	287	561	1.16.1.1	RHEA:23856	IPR036188;IPR023753;IPR016156;IPR017969;IPR006121;IPR036163;IPR021179;IPR001100;IPR004099;IPR012999;	PF00403;PF07992;PF02852;	Evidence at protein level	5.0	6311258; 6412751; 16114877; 20828160	A	UniProtKB/Swiss-Prot reviewed; function-specific publication indexed by UniProt	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/P00392/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:1.16.1.1	2026-08-23T13:19:14.992147+00:00	c18e0bea34f43d4144f8aa92bb9581943b3e14288256aef84890df7262b5a4d0	Hg(II) reduction	BRT_MER_A	complete_enzyme	exact						
BRXN_MERA_HGII	BRT_MER_A|D9J041	BRT_MER_A	metals_metalloids	mercury bioremediation	transformation	core	D9J041	MERA_LYSSH	merA		Mercuric reductase (EC 1.16.1.1) (Hg(II) reductase)	Lysinibacillus sphaericus (Bacillus sphaericus)	1421	546	1.16.1.1	RHEA:23856	IPR036188;IPR023753;IPR016156;IPR006121;IPR036163;IPR021179;IPR001100;IPR004099;IPR012999;	PF00403;PF07992;PF02852;	Evidence at protein level	5.0	28894951	A	UniProtKB/Swiss-Prot reviewed; function-specific publication indexed by UniProt	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/D9J041/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:1.16.1.1	2026-08-23T13:19:14.992147+00:00	ff383b4ca2663160623960e04f20dd064d1577dc1c2a82ae9da95be8c6ef2710	Hg(II) reduction	BRT_MER_A	complete_enzyme	exact						
BRXN_MERA_HGII	BRT_MER_A|P16171	BRT_MER_A	metals_metalloids	mercury bioremediation	transformation	core	P16171	MERA_BACCE	merA		Mercuric reductase (EC 1.16.1.1) (Hg(II) reductase)	Bacillus cereus	1396	631	1.16.1.1	RHEA:23856	IPR036188;IPR023753;IPR016156;IPR017969;IPR006121;IPR036163;IPR021179;IPR001100;IPR004099;IPR012999;	PF00403;PF07992;PF02852;	Evidence at protein level	4.0	2536669; 10559175; 7988676; 2067577	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/P16171/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:1.16.1.1	2026-08-23T13:19:14.992147+00:00	66bebba8508608abb2e8325f58038a0c15f5df0150d682daac9e2e9f00d1c66e	Hg(II) reduction	BRT_MER_A	complete_enzyme	exact						
BRXN_MERA_HGII	BRT_MER_A|P17239	BRT_MER_A	metals_metalloids	mercury bioremediation	transformation	core	P17239	MERA_ACIFR	merA		Mercuric reductase (EC 1.16.1.1) (Hg(II) reductase)	Acidithiobacillus ferrooxidans (Thiobacillus ferrooxidans)	920	547	1.16.1.1	RHEA:23856	IPR036188;IPR023753;IPR016156;IPR017969;IPR006121;IPR036163;IPR021179;IPR001100;IPR004099;IPR012999;	PF00403;PF07992;PF02852;	Evidence at protein level	3.0	2691338; 2265748	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/P17239/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:1.16.1.1	2026-08-23T13:19:14.992147+00:00	5f07dd21207c3ffbe1178da6701852f2917e6c309dd9395f5a8b99abb1d7dbd5	Hg(II) reduction	BRT_MER_A	complete_enzyme	exact						
BRXN_MERA_HGII	BRT_MER_A|P30341	BRT_MER_A	metals_metalloids	mercury bioremediation	transformation	core	P30341	MERA_STRLI	merA		Mercuric reductase (EC 1.16.1.1) (Hg(II) reductase)	Streptomyces lividans	1916	474	1.16.1.1	RHEA:23856	IPR036188;IPR023753;IPR016156;IPR021179;IPR001100;IPR004099;IPR012999;	PF07992;PF02852;	Evidence at transcript level	3.0	1494353; 8676873	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/P30341/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:1.16.1.1	2026-08-23T13:19:14.992147+00:00	ad15e1b8228ea87d57812c710a4b37834ebb984bbcd8a055ce72f8d34eed1231	Hg(II) reduction	BRT_MER_A	complete_enzyme	exact						
BRXN_MERA_HGII	BRT_MER_A|P08332	BRT_MER_A	metals_metalloids	mercury bioremediation	transformation	core	P08332	MERA_SHIFL	merA		Mercuric reductase (EC 1.16.1.1) (Hg(II) reductase)	Shigella flexneri	623	564	1.16.1.1	RHEA:23856	IPR036188;IPR023753;IPR016156;IPR017969;IPR006121;IPR036163;IPR021179;IPR001100;IPR004099;IPR012999;	PF00403;PF07992;PF02852;	Inferred from homology	3.0	2989109; 6530603	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/P08332/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:1.16.1.1	2026-08-23T13:19:14.992147+00:00	44bc8b88228be30a323668f51da9d012331796cfbb4979bf6b90cbb3a3bfcf66	Hg(II) reduction	BRT_MER_A	complete_enzyme	exact						
BRXN_MERA_HGII	BRT_MER_A|P94702	BRT_MER_A	metals_metalloids	mercury bioremediation	transformation	core	P94702	MERA_ENTAG	merA		Mercuric reductase (EC 1.16.1.1) (Hg(II) reductase)	Enterobacter agglomerans (Erwinia herbicola) (Pantoea agglomerans)	549	561	1.16.1.1	RHEA:23856	IPR036188;IPR023753;IPR016156;IPR017969;IPR006121;IPR036163;IPR021179;IPR001100;IPR004099;IPR012999;	PF00403;PF07992;PF02852;	Inferred from homology	3.0	9159519	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/P94702/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:1.16.1.1	2026-08-23T13:19:14.992147+00:00	2d62bbc4851646f1ecc51622ec72eabc6b4af9865ddb0665b6f72fbc3b8cf375	Hg(II) reduction	BRT_MER_A	complete_enzyme	exact						
BRXN_MERA_HGII	BRT_MER_A|Q52109	BRT_MER_A	metals_metalloids	mercury bioremediation	transformation	core	Q52109	MERA_ACICA	merA		Mercuric reductase (EC 1.16.1.1) (Hg(II) reductase)	Acinetobacter calcoaceticus	471	561	1.16.1.1	RHEA:23856	IPR036188;IPR023753;IPR016156;IPR017969;IPR006121;IPR036163;IPR021179;IPR001100;IPR004099;IPR012999;	PF00403;PF07992;PF02852;	Inferred from homology	3.0	8302940	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/Q52109/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:1.16.1.1	2026-08-23T13:19:14.992147+00:00	b5404de2eca1bcf544d4cd52a1728dc0fc1c5015fa27bc5cd5a6fb6e48dc206e	Hg(II) reduction	BRT_MER_A	complete_enzyme	exact						
BRXN_MERA_HGII	BRT_MER_A|P94188	BRT_MER_A	metals_metalloids	mercury bioremediation	transformation	core	P94188	MERA_ALCSP	merA		Mercuric reductase (EC 1.16.1.1) (Hg(II) reductase)	Alcaligenes sp	512	559	1.16.1.1	RHEA:23856	IPR036188;IPR023753;IPR016156;IPR017969;IPR006121;IPR036163;IPR021179;IPR001100;IPR004099;IPR012999;	PF00403;PF07992;PF02852;	Inferred from homology	3.0		B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/P94188/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:1.16.1.1	2026-08-23T13:19:14.992147+00:00	9d96a5c77a81603629eff5b28033957f7e0d7e97068fae0595fd03368d5835a2	Hg(II) reduction	BRT_MER_A	complete_enzyme	exact						
BRXN_MERA_HGII	BRT_MER_A|Q54465	BRT_MER_A	metals_metalloids	mercury bioremediation	transformation	core	Q54465	MERA_SHEPU	merA		Mercuric reductase (EC 1.16.1.1) (Hg(II) reductase)	Shewanella putrefaciens (Pseudomonas putrefaciens)	24	557	1.16.1.1	RHEA:23856	IPR036188;IPR023753;IPR016156;IPR017969;IPR006121;IPR036163;IPR021179;IPR001100;IPR004099;IPR012999;	PF00403;PF07992;PF02852;	Inferred from homology	3.0	9167257	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/Q54465/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:1.16.1.1	2026-08-23T13:19:14.992147+00:00	ba168059f3f878837d52fecc2b40e6163629062541075ee4d288cf439c160249	Hg(II) reduction	BRT_MER_A	complete_enzyme	exact						
BRXN_MERA_HGII	BRT_MER_A|Q51772	BRT_MER_A	metals_metalloids	mercury bioremediation	transformation	core	Q51772	MERA_PSEFL	merA		Mercuric reductase (EC 1.16.1.1) (Hg(II) reductase)	Pseudomonas fluorescens	294	548	1.16.1.1	RHEA:23856	IPR036188;IPR023753;IPR016156;IPR017969;IPR006121;IPR036163;IPR021179;IPR001100;IPR004099;IPR012999;	PF00403;PF07992;PF02852;	Inferred from homology	3.0	8063107	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/Q51772/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:1.16.1.1	2026-08-23T13:19:14.992147+00:00	85541563b6a76bd1496d9975edf67c007170fc433b7ca7684de80e635f68cbf0	Hg(II) reduction	BRT_MER_A	complete_enzyme	exact						
BRXN_MERA_HGII	BRT_MER_A|P0A0E5	BRT_MER_A	metals_metalloids	mercury bioremediation	transformation	core	P0A0E5	MERA_STAAU	merA		Mercuric reductase (EC 1.16.1.1) (Hg(II) reductase)	Staphylococcus aureus	1280	547	1.16.1.1	RHEA:23856	IPR036188;IPR023753;IPR016156;IPR017969;IPR006121;IPR036163;IPR021179;IPR001100;IPR004099;IPR012999;	PF00403;PF07992;PF02852;	Inferred from homology	3.0	3037534	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/P0A0E5/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:1.16.1.1	2026-08-23T13:19:14.992147+00:00	da256ced0234cddddbd60da5d8cabd69dd83491b7797b19458ee2e1f0c136435	Hg(II) reduction	BRT_MER_A	complete_enzyme	exact						
BRXN_MERA_HGII	BRT_MER_A|P0A0E4	BRT_MER_A	metals_metalloids	mercury bioremediation	transformation	core	P0A0E4	MERA_STAES	merA		Mercuric reductase (EC 1.16.1.1) (Hg(II) reductase)	Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200)	176280	547	1.16.1.1	RHEA:23856	IPR036188;IPR023753;IPR016156;IPR017969;IPR006121;IPR036163;IPR021179;IPR001100;IPR004099;IPR012999;	PF00403;PF07992;PF02852;	Inferred from homology	3.0	12950922	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/P0A0E4/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:1.16.1.1	2026-08-23T13:19:14.992147+00:00	da256ced0234cddddbd60da5d8cabd69dd83491b7797b19458ee2e1f0c136435	Hg(II) reduction	BRT_MER_A	complete_enzyme	exact						
BRXN_ARS_C	BRT_ARS_C|P08692	BRT_ARS_C	metals_metalloids	arsenic detoxification	transformation	core	P08692	ARSC1_ECOLX	arsC		Arsenate reductase (EC 1.20.4.1) (Arsenical pump modifier)	Escherichia coli	562	141	1.20.4.1	RHEA:22016	IPR006659;IPR006660;IPR036249;	PF03960;	Evidence at protein level	5.0	3021763; 1703401; 1704144; 8003492; 7577935; 8969183; 14592722; 11709171; 15295115	A	UniProtKB/Swiss-Prot reviewed; function-specific publication indexed by UniProt	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/P08692/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:1.20.4.1	2026-08-23T13:19:14.992147+00:00	8418ad46132ac3856423d8fcf3849574b21d334ff3a5e5655c3ef9135ddabb4f	Cytosolic arsenate reduction	BRT_ARS_C	complete_enzyme	exact						
BRXN_ARS_C	BRT_ARS_C|P74313	BRT_ARS_C	metals_metalloids	arsenic detoxification	transformation	core	P74313	ARSC_SYNY3	arsC		Glutaredoxin arsenate reductase (EC 1.20.4.1) (Low molecular weight protein-tyrosine-phosphatase) (EC 3.1.3.48) (Protein ArsC) (SynArsC) (rSynArsC)	Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa)	1111708	131	1.20.4.1; 3.1.3.48	RHEA:10684 RHEA:22016	IPR014062;IPR023485;IPR036196;	PF01451;	Evidence at protein level	5.0	8905231; 14617642; 19304854; 22155275; 20960080	A	UniProtKB/Swiss-Prot reviewed; function-specific publication indexed by UniProt	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/P74313/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:1.20.4.1	2026-08-23T13:19:14.992147+00:00	5173c67b79e7b9720fc686554595275c2af6dadbddeb73c9e51e634916ad0fd4	Cytosolic arsenate reduction	BRT_ARS_C	complete_enzyme	exact						
BRXN_ARS_C	BRT_ARS_C|Q92R44	BRT_ARS_C	metals_metalloids	arsenic detoxification	transformation	core	Q92R44	ARSC_RHIME	arsC		Arsenate reductase (EC 1.20.4.1)	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	266834	140	1.20.4.1	RHEA:22016	IPR006659;IPR006660;IPR036249;	PF03960;	Evidence at protein level	3.0	11481430; 11474104; 16199569	A	UniProtKB/Swiss-Prot reviewed; function-specific publication indexed by UniProt	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/Q92R44/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:1.20.4.1	2026-08-23T13:19:14.992147+00:00	0a5e5a7db42040103a93c9e1739da5518bc7fa94e33092dba9fffa29153856ae	Cytosolic arsenate reduction	BRT_ARS_C	complete_enzyme	exact						
BRXN_ARS_C	BRT_ARS_C|Q6ZEM6	BRT_ARS_C	metals_metalloids	arsenic detoxification	transformation	core	Q6ZEM6	ARSI1_SYNY3	arsI1		Arsenate reductase ArsI1 (EC 1.20.4.1)	Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa)	1111708	144	1.20.4.1	RHEA:22016	IPR006659;IPR006660;IPR036249;	PF03960;	Evidence at protein level	2.0	14686584; 19304854	A	UniProtKB/Swiss-Prot reviewed; function-specific publication indexed by UniProt	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/Q6ZEM6/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:1.20.4.1	2026-08-23T13:19:14.992147+00:00	97402f022ab2bd447ea26ab93e37149017390f88b15fd9f282308d9b088a88e5	Cytosolic arsenate reduction	BRT_ARS_C	complete_enzyme	exact						
BRXN_ARS_C	BRT_ARS_C|Q6YRW7	BRT_ARS_C	metals_metalloids	arsenic detoxification	transformation	core	Q6YRW7	ARSI2_SYNY3	arsI2		Arsenate reductase ArsI2 (EC 1.20.4.1)	Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa)	1111708	140	1.20.4.1	RHEA:22016	IPR006659;IPR006660;IPR036249;	PF03960;	Evidence at protein level	2.0	14686584; 19304854	A	UniProtKB/Swiss-Prot reviewed; function-specific publication indexed by UniProt	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/Q6YRW7/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:1.20.4.1	2026-08-23T13:19:14.992147+00:00	1b6c60d47e63c2e9060644ed1aeaab035bdf1065c53bee374547f97355aa5fca	Cytosolic arsenate reduction	BRT_ARS_C	complete_enzyme	exact						
BRXN_ARS_C	BRT_ARS_C|P0AB96	BRT_ARS_C	metals_metalloids	arsenic detoxification	transformation	core	P0AB96	ARSC_ECOLI	arsC	arsG	Arsenate reductase (EC 1.20.4.1) (Arsenical pump modifier)	Escherichia coli (strain K12)	83333	141	1.20.4.1	RHEA:22016	IPR006659;IPR006660;IPR036249;	PF03960;	Evidence at transcript level	3.0	7721697; 8041620; 9278503; 16738553	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/P0AB96/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:1.20.4.1	2026-08-23T13:19:14.992147+00:00	e51b42a0e50646a576aef987144cf58d3f81d0eeb6ea7430236d9915d2b7d854	Cytosolic arsenate reduction	BRT_ARS_C	complete_enzyme	exact						
BRXN_ARS_C	BRT_ARS_C|O50595	BRT_ARS_C	metals_metalloids	arsenic detoxification	transformation	core	O50595	ARSC_ACIMA	arsC		Arsenate reductase (EC 1.20.4.1) (Arsenical pump modifier)	Acidiphilium multivorum (strain DSM 11245 / JCM 8867 / NBRC 100883 / AIU 301)	926570	141	1.20.4.1	RHEA:22016	IPR006659;IPR006660;IPR036249;	PF03960;	Inferred from homology	2.0	9464374	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/O50595/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:1.20.4.1	2026-08-23T13:19:14.992147+00:00	dde34b58a6c3ca173a26241fe781389220b00c7314ba6d41b08d30603a45ab65	Cytosolic arsenate reduction	BRT_ARS_C	complete_enzyme	exact						
